scenario,dataset,model,attack,attack_mode,partition,intensity,clean_accuracy_mean,clean_accuracy_std,clean_accuracy_min,clean_accuracy_max,attacked_accuracy_mean,attacked_accuracy_std,attacked_accuracy_min,attacked_accuracy_max,accuracy_drop_pp_mean,accuracy_drop_pp_std,accuracy_drop_pp_min,accuracy_drop_pp_max,attack_success_rate_mean,attack_success_rate_std,attack_success_rate_min,attack_success_rate_max,balanced_accuracy_mean,balanced_accuracy_std,balanced_accuracy_min,balanced_accuracy_max,positive_recall_mean,positive_recall_std,positive_recall_min,positive_recall_max,f1_mean,f1_std,f1_min,f1_max,n,seeds
s3,breast_cancer,quantum_net,membership,confidence_threshold,-,2.000000,0.922807,0.014413,0.912281,0.938596,0.922807,0.014413,0.912281,0.938596,0.000000,0.000000,0.000000,0.000000,0.500893,0.021270,0.473214,0.531250,0.913095,0.019168,0.890873,0.936508,0.876190,0.061629,0.809524,0.952381,0.892945,0.020834,0.871795,0.917647,5,"0,1,2,3,4"
s3,breast_cancer,quantum_net,membership,confidence_threshold,-,5.000000,0.922807,0.014413,0.912281,0.938596,0.922807,0.014413,0.912281,0.938596,0.000000,0.000000,0.000000,0.000000,0.516514,0.033958,0.472477,0.555046,0.913095,0.019168,0.890873,0.936508,0.876190,0.061629,0.809524,0.952381,0.892945,0.020834,0.871795,0.917647,5,"0,1,2,3,4"
s3,breast_cancer,quantum_net,membership,confidence_threshold,-,10.000000,0.922807,0.014413,0.912281,0.938596,0.922807,0.014413,0.912281,0.938596,0.000000,0.000000,0.000000,0.000000,0.513462,0.034901,0.471154,0.567308,0.913095,0.019168,0.890873,0.936508,0.876190,0.061629,0.809524,0.952381,0.892945,0.020834,0.871795,0.917647,5,"0,1,2,3,4"
s3,breast_cancer,quantum_net,membership,confidence_threshold,-,20.000000,0.922807,0.014413,0.912281,0.938596,0.922807,0.014413,0.912281,0.938596,0.000000,0.000000,0.000000,0.000000,0.522340,0.019688,0.500000,0.547872,0.913095,0.019168,0.890873,0.936508,0.876190,0.061629,0.809524,0.952381,0.892945,0.020834,0.871795,0.917647,5,"0,1,2,3,4"
s3,breast_cancer,quantum_net,noise,depolarizing_readout,-,0.000000,0.922807,0.014413,0.912281,0.938596,0.922807,0.014413,0.912281,0.938596,0.000000,0.000000,0.000000,0.000000,,,,,0.913095,0.019168,0.890873,0.936508,0.876190,0.061629,0.809524,0.952381,0.892945,0.020834,0.871795,0.917647,5,"0,1,2,3,4"
s3,breast_cancer,quantum_net,noise,depolarizing_readout,-,0.005000,0.922807,0.014413,0.912281,0.938596,0.921053,0.027037,0.885965,0.956140,0.175439,2.660658,-1.754386,3.508772,0.036107,0.010328,0.028037,0.048077,0.911706,0.031885,0.865079,0.950397,0.876190,0.054294,0.785714,0.928571,0.890598,0.039370,0.835443,0.939759,5,"0,1,2,3,4"
s3,breast_cancer,quantum_net,noise,depolarizing_readout,-,0.010000,0.922807,0.014413,0.912281,0.938596,0.915790,0.020194,0.894737,0.938596,0.701754,2.660658,-2.631579,4.385965,0.041769,0.010507,0.028846,0.056075,0.905556,0.023544,0.872024,0.931548,0.866667,0.049373,0.785714,0.904762,0.883280,0.028916,0.846154,0.915663,5,"0,1,2,3,4"
s3,breast_cancer,quantum_net,noise,depolarizing_readout,-,0.020000,0.922807,0.014413,0.912281,0.938596,0.910526,0.025119,0.877193,0.938596,1.228070,3.199050,-2.631579,6.140351,0.047376,0.017131,0.028846,0.074766,0.907341,0.024347,0.877976,0.931548,0.895238,0.027147,0.857143,0.928571,0.880883,0.031859,0.840909,0.915663,5,"0,1,2,3,4"
s3,breast_cancer,quantum_net,noise,depolarizing_readout,-,0.050000,0.922807,0.014413,0.912281,0.938596,0.861404,0.048603,0.807018,0.921053,6.140351,5.000770,0.877193,13.157895,0.108322,0.035252,0.065421,0.158879,0.869444,0.049532,0.817460,0.927579,0.900000,0.063888,0.809524,0.952381,0.827613,0.058902,0.765957,0.898876,5,"0,1,2,3,4"
s3,breast_cancer,quantum_net,noise,depolarizing_readout,-,0.100000,0.922807,0.014413,0.912281,0.938596,0.750877,0.029487,0.710526,0.789474,17.192983,3.317135,14.912281,22.807018,0.233842,0.024360,0.205607,0.261682,0.790873,0.024396,0.750992,0.813492,0.942857,0.043252,0.904762,1.000000,0.736450,0.024159,0.697248,0.760000,5,"0,1,2,3,4"
s3,breast_cancer,quantum_net,shot_bias,forged_bitstring,-,0.000000,0.922807,0.014413,0.912281,0.938596,0.922807,0.014413,0.912281,0.938596,0.000000,0.000000,0.000000,0.000000,,,,,0.913095,0.019168,0.890873,0.936508,0.876190,0.061629,0.809524,0.952381,0.892945,0.020834,0.871795,0.917647,5,"0,1,2,3,4"
s3,breast_cancer,quantum_net,shot_bias,forged_bitstring,-,0.050000,0.922807,0.014413,0.912281,0.938596,0.857895,0.028694,0.815789,0.885965,6.491228,3.317135,2.631579,9.649123,0.100629,0.028221,0.067308,0.140187,0.809127,0.038426,0.754960,0.850198,0.623810,0.076041,0.523810,0.714286,0.761745,0.058955,0.676923,0.821918,5,"0,1,2,3,4"
s3,breast_cancer,quantum_net,shot_bias,forged_bitstring,-,0.100000,0.922807,0.014413,0.912281,0.938596,0.735088,0.039910,0.675439,0.780702,18.771930,5.285042,13.157895,26.315789,0.235226,0.050967,0.182692,0.317757,0.641468,0.054805,0.559524,0.702381,0.285714,0.111677,0.119048,0.404762,0.432724,0.141461,0.212766,0.576271,5,"0,1,2,3,4"
s3,breast_cancer,quantum_net,shot_bias,forged_bitstring,-,0.200000,0.922807,0.014413,0.912281,0.938596,0.643860,0.010002,0.631579,0.657895,27.894736,2.270558,25.438596,30.701754,0.336395,0.032397,0.298077,0.375000,0.516667,0.013573,0.500000,0.535714,0.033334,0.027147,0.000000,0.071429,0.063453,0.050590,0.000000,0.133333,5,"0,1,2,3,4"
s3,breast_cancer,quantum_net,shot_bias,forged_bitstring,-,0.300000,0.922807,0.014413,0.912281,0.938596,0.631579,0.000000,0.631579,0.631579,29.122807,1.441375,28.070175,30.701754,0.349802,0.024007,0.326923,0.384615,0.500000,0.000000,0.500000,0.500000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,5,"0,1,2,3,4"
s3,breast_cancer,quantum_net,shot_bias,forged_bitstring,-,0.400000,0.922807,0.014413,0.912281,0.938596,0.631579,0.000000,0.631579,0.631579,29.122807,1.441375,28.070175,30.701754,0.349802,0.024007,0.326923,0.384615,0.500000,0.000000,0.500000,0.500000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,5,"0,1,2,3,4"
s3,breast_cancer,quantum_net,transpiler,angle_drift,-,0.000000,0.922807,0.014413,0.912281,0.938596,0.922807,0.014413,0.912281,0.938596,0.000000,0.000000,0.000000,0.000000,,,,,0.913095,0.019168,0.890873,0.936508,0.876190,0.061629,0.809524,0.952381,0.892945,0.020834,0.871795,0.917647,5,"0,1,2,3,4"
s3,breast_cancer,quantum_net,transpiler,angle_drift,-,0.050000,0.922807,0.014413,0.912281,0.938596,0.907018,0.023701,0.868421,0.929825,1.578947,3.637972,-1.754386,7.017544,0.049084,0.030206,0.019231,0.093458,0.904564,0.017794,0.875992,0.919643,0.895238,0.021296,0.880952,0.928571,0.877224,0.026163,0.835165,0.902439,5,"0,1,2,3,4"
s3,breast_cancer,quantum_net,transpiler,angle_drift,-,0.100000,0.922807,0.014413,0.912281,0.938596,0.915790,0.023700,0.877193,0.938596,0.701754,2.000308,-1.754386,3.508772,0.047484,0.017646,0.028846,0.067308,0.914484,0.023281,0.877976,0.936508,0.909524,0.031044,0.880952,0.952381,0.888629,0.029763,0.840909,0.917647,5,"0,1,2,3,4"
s3,breast_cancer,quantum_net,transpiler,angle_drift,-,0.200000,0.922807,0.014413,0.912281,0.938596,0.845614,0.030764,0.807018,0.885965,7.719298,3.690471,2.631579,11.403509,0.117721,0.029804,0.076923,0.149533,0.857936,0.027308,0.832341,0.894841,0.904762,0.055838,0.809524,0.952381,0.812429,0.031912,0.780000,0.857143,5,"0,1,2,3,4"
s3,breast_cancer,quantum_net,transpiler,angle_drift,-,0.400000,0.922807,0.014413,0.912281,0.938596,0.573684,0.107183,0.473684,0.736842,34.912281,11.171734,17.543860,45.614035,0.427516,0.116289,0.259615,0.532710,0.601984,0.105389,0.503968,0.766865,0.709524,0.340651,0.119048,0.928571,0.514155,0.200575,0.181818,0.711538,5,"0,1,2,3,4"
s3,breast_cancer,quantum_net,transpiler,angle_drift,-,0.800000,0.922807,0.014413,0.912281,0.938596,0.561404,0.094680,0.447368,0.666667,36.140351,9.082231,24.561404,46.491228,0.430194,0.118379,0.298077,0.548077,0.547619,0.057791,0.463294,0.617063,0.495238,0.296617,0.047619,0.857143,0.409350,0.185549,0.090909,0.558140,5,"0,1,2,3,4"
s3,breast_cancer,quantum_net,transpiler,qubit_swap,-,0.000000,0.922807,0.014413,0.912281,0.938596,0.922807,0.014413,0.912281,0.938596,0.000000,0.000000,0.000000,0.000000,,,,,0.913095,0.019168,0.890873,0.936508,0.876190,0.061629,0.809524,0.952381,0.892945,0.020834,0.871795,0.917647,5,"0,1,2,3,4"
s3,breast_cancer,quantum_net,transpiler,qubit_swap,-,1.000000,0.922807,0.014413,0.912281,0.938596,0.798246,0.246006,0.359649,0.929825,12.456140,24.098073,-1.754386,55.263158,0.170399,0.288604,0.009615,0.682692,0.808532,0.187198,0.478175,0.912698,0.847619,0.100452,0.690476,0.928571,0.796964,0.160874,0.516556,0.894737,5,"0,1,2,3,4"
s3,breast_cancer,quantum_net,transpiler,qubit_swap,-,2.000000,0.922807,0.014413,0.912281,0.938596,0.670175,0.276949,0.359649,0.912281,25.263158,27.894185,2.631579,57.894737,0.309310,0.315051,0.067308,0.663462,0.705159,0.226934,0.423611,0.905754,0.838095,0.113439,0.666667,0.952381,0.691300,0.197578,0.434109,0.880952,5,"0,1,2,3,4"
s3,breast_cancer,quantum_net,transpiler,qubit_swap,-,3.000000,0.922807,0.014413,0.912281,0.938596,0.424561,0.128262,0.324561,0.649123,49.824561,11.872930,28.947368,58.771930,0.586700,0.130345,0.364486,0.701923,0.525595,0.112236,0.425595,0.717262,0.909524,0.114682,0.761905,1.000000,0.541234,0.080563,0.468966,0.672131,5,"0,1,2,3,4"
s3,breast_cancer,quantum_net,transpiler,qubit_swap,-,4.000000,0.922807,0.014413,0.912281,0.938596,0.424561,0.137945,0.289474,0.649123,49.824561,13.438528,28.947368,64.912281,0.582261,0.144209,0.355140,0.719626,0.482937,0.108138,0.338294,0.632937,0.704762,0.239638,0.500000,1.000000,0.471223,0.091467,0.352000,0.552632,5,"0,1,2,3,4"
s3,digits,quantum_net,backdoor,trigger,-,0.000000,0.686111,0.079227,0.602778,0.772222,0.686111,0.079227,0.602778,0.772222,0.000000,0.000000,0.000000,0.000000,0.042008,0.019932,0.015480,0.070988,0.686342,0.079055,0.603479,0.772115,0.686342,0.079055,0.603479,0.772115,0.687393,0.077917,0.603997,0.773184,5,"0,1,2,3,4"
s3,digits,quantum_net,backdoor,trigger,-,0.010000,0.686111,0.079227,0.602778,0.772222,0.677222,0.080637,0.580556,0.786111,0.888889,3.211909,-2.777778,5.277778,0.061776,0.041087,0.024691,0.123457,0.677231,0.080296,0.581098,0.785708,0.677231,0.080296,0.581098,0.785708,0.678277,0.074920,0.587833,0.783293,5,"0,1,2,3,4"
s3,digits,quantum_net,backdoor,trigger,-,0.020000,0.686111,0.079227,0.602778,0.772222,0.628889,0.132019,0.433333,0.794444,5.722222,10.100956,-3.888889,16.944444,0.100728,0.052794,0.040123,0.148148,0.628740,0.131969,0.433471,0.794279,0.628740,0.131969,0.433471,0.794279,0.629841,0.129528,0.444076,0.794668,5,"0,1,2,3,4"
s3,digits,quantum_net,backdoor,trigger,-,0.050000,0.686111,0.079227,0.602778,0.772222,0.696111,0.036778,0.647222,0.741667,-1.000000,5.536774,-7.500000,6.111111,0.228645,0.107175,0.080247,0.364198,0.695369,0.036178,0.647853,0.740240,0.695369,0.036178,0.647853,0.740240,0.691437,0.030754,0.651929,0.726846,5,"0,1,2,3,4"
s3,digits,quantum_net,backdoor,trigger,-,0.100000,0.686111,0.079227,0.602778,0.772222,0.687778,0.049089,0.622222,0.752778,-0.166667,4.009056,-3.888889,5.833333,0.438088,0.094496,0.334365,0.567901,0.686653,0.048494,0.621692,0.750508,0.686653,0.048494,0.621692,0.750508,0.686065,0.038353,0.628131,0.728072,5,"0,1,2,3,4"
s3,digits,quantum_net,backdoor,trigger,-,0.200000,0.686111,0.079227,0.602778,0.772222,0.680000,0.050933,0.608333,0.741667,0.611111,10.468206,-13.888889,11.666667,0.786775,0.087575,0.681115,0.894737,0.678421,0.050828,0.607306,0.740028,0.678421,0.050828,0.607306,0.740028,0.678720,0.056715,0.605358,0.750858,5,"0,1,2,3,4"
s3,digits,quantum_net,circuit_tamper,rx_half_pi,-,0.000000,0.686111,0.079227,0.602778,0.772222,0.686111,0.079227,0.602778,0.772222,0.000000,0.000000,0.000000,0.000000,,,,,0.686342,0.079055,0.603479,0.772115,0.686342,0.079055,0.603479,0.772115,0.687393,0.077917,0.603997,0.773184,5,"0,1,2,3,4"
s3,digits,quantum_net,circuit_tamper,rx_half_pi,-,1.000000,0.686111,0.079227,0.602778,0.772222,0.479444,0.176434,0.277778,0.736111,20.666667,16.666204,3.611111,41.111111,0.380529,0.232807,0.082734,0.641921,0.479091,0.177495,0.275154,0.736838,0.479091,0.177495,0.275154,0.736838,0.457611,0.204660,0.218636,0.737279,5,"0,1,2,3,4"
s3,digits,quantum_net,circuit_tamper,rx_half_pi,-,2.000000,0.686111,0.079227,0.602778,0.772222,0.284444,0.138187,0.163889,0.508333,40.166667,13.423595,26.388889,58.333333,0.663077,0.158086,0.399281,0.794872,0.284037,0.138499,0.161720,0.507870,0.284037,0.138499,0.161720,0.507870,0.251244,0.162576,0.113122,0.518393,5,"0,1,2,3,4"
s3,digits,quantum_net,circuit_tamper,rx_half_pi,-,4.000000,0.686111,0.079227,0.602778,0.772222,0.169444,0.169399,0.022222,0.450000,51.666667,12.926371,32.222222,61.388889,0.792525,0.206853,0.449640,0.973799,0.170018,0.169838,0.022222,0.451012,0.170018,0.169838,0.022222,0.451012,0.121857,0.164809,0.008762,0.411737,5,"0,1,2,3,4"
s3,digits,quantum_net,circuit_tamper,rx_half_pi,-,8.000000,0.686111,0.079227,0.602778,0.772222,0.100555,0.058082,0.033333,0.155556,58.555556,7.688977,45.277778,65.277778,0.892772,0.067168,0.815668,0.965812,0.100361,0.058088,0.033333,0.153771,0.100361,0.058088,0.033333,0.153771,0.072553,0.043316,0.022362,0.124483,5,"0,1,2,3,4"
s3,digits,quantum_net,circuit_tamper,rx_half_pi,-,16.000000,0.686111,0.079227,0.602778,0.772222,0.102778,0.056349,0.013889,0.155556,58.333333,10.783360,50.277778,75.833333,0.896779,0.064653,0.837545,0.989209,0.101997,0.055719,0.013889,0.153904,0.101997,0.055719,0.013889,0.153904,0.056552,0.053054,0.004219,0.134825,5,"0,1,2,3,4"
s3,digits,quantum_net,extraction,label_only,-,0.000000,0.686111,0.079227,0.602778,0.772222,0.686111,0.079227,0.602778,0.772222,0.000000,0.000000,0.000000,0.000000,,,,,0.686342,0.079055,0.603479,0.772115,0.686342,0.079055,0.603479,0.772115,0.687393,0.077917,0.603997,0.773184,5,"0,1,2,3,4"
s3,digits,quantum_net,extraction,label_only,-,10.000000,0.686111,0.079227,0.602778,0.772222,0.110555,0.018363,0.097222,0.138889,57.555556,9.292902,46.388889,67.500000,0.119444,0.034694,0.058333,0.144444,0.112126,0.017987,0.100000,0.141587,0.112126,0.017987,0.100000,0.141587,0.034726,0.015805,0.017766,0.051399,5,"0,1,2,3,4"
s3,digits,quantum_net,extraction,label_only,-,25.000000,0.686111,0.079227,0.602778,0.772222,0.117778,0.017634,0.097222,0.138889,56.833333,9.314051,46.388889,67.500000,0.135556,0.033759,0.088889,0.183333,0.119905,0.017343,0.099603,0.141433,0.119905,0.017343,0.099603,0.141433,0.054219,0.015122,0.037390,0.071221,5,"0,1,2,3,4"
s3,digits,quantum_net,extraction,label_only,-,50.000000,0.686111,0.079227,0.602778,0.772222,0.177222,0.030644,0.147222,0.225000,50.888889,5.721143,44.722222,58.611111,0.203333,0.034438,0.147222,0.233333,0.179209,0.031080,0.148031,0.227540,0.179209,0.031080,0.148031,0.227540,0.109978,0.036353,0.074067,0.161434,5,"0,1,2,3,4"
s3,digits,quantum_net,extraction,label_only,-,100.000000,0.686111,0.079227,0.602778,0.772222,0.211111,0.029133,0.166667,0.238889,47.500000,8.468806,36.388889,57.222222,0.241667,0.016897,0.222222,0.261111,0.213116,0.029407,0.168235,0.241036,0.213116,0.029407,0.168235,0.241036,0.153679,0.028950,0.114412,0.192178,5,"0,1,2,3,4"
s3,digits,quantum_net,extraction,label_only,-,250.000000,0.686111,0.079227,0.602778,0.772222,0.341111,0.057715,0.261111,0.413889,34.500000,8.712220,23.888889,45.833333,0.379445,0.046215,0.338889,0.455556,0.343324,0.058452,0.261364,0.415849,0.343324,0.058452,0.261364,0.415849,0.288955,0.068367,0.193269,0.378069,5,"0,1,2,3,4"
s3,digits,quantum_net,extraction,label_only,-,500.000000,0.686111,0.079227,0.602778,0.772222,0.501667,0.097472,0.338889,0.597222,18.444444,10.531039,6.666667,31.111111,0.536111,0.067814,0.450000,0.627778,0.503287,0.097865,0.339397,0.598100,0.503287,0.097865,0.339397,0.598100,0.462621,0.101838,0.297052,0.573478,5,"0,1,2,3,4"
s3,digits,quantum_net,extraction,label_only,-,1000.000000,0.686111,0.079227,0.602778,0.772222,0.588889,0.056417,0.525000,0.655556,9.722222,9.227492,0.277778,22.777778,0.597778,0.080876,0.475000,0.700000,0.589683,0.056298,0.525905,0.656512,0.589683,0.056298,0.525905,0.656512,0.564605,0.062219,0.495310,0.632739,5,"0,1,2,3,4"
s3,digits,quantum_net,inversion,zeroth_order,-,0.000000,0.686111,0.079227,0.602778,0.772222,0.686111,0.079227,0.602778,0.772222,0.000000,0.000000,0.000000,0.000000,,,,,0.686342,0.079055,0.603479,0.772115,0.686342,0.079055,0.603479,0.772115,0.687393,0.077917,0.603997,0.773184,5,"0,1,2,3,4"
s3,digits,quantum_net,inversion,zeroth_order,-,20.000000,0.686111,0.079227,0.602778,0.772222,0.686111,0.079227,0.602778,0.772222,0.000000,0.000000,0.000000,0.000000,0.147787,0.057515,0.094948,0.214533,0.686342,0.079055,0.603479,0.772115,0.686342,0.079055,0.603479,0.772115,0.687393,0.077917,0.603997,0.773184,5,"0,1,2,3,4"
s3,digits,quantum_net,inversion,zeroth_order,-,100.000000,0.686111,0.079227,0.602778,0.772222,0.686111,0.079227,0.602778,0.772222,0.000000,0.000000,0.000000,0.000000,0.289827,0.044192,0.218908,0.334624,0.686342,0.079055,0.603479,0.772115,0.686342,0.079055,0.603479,0.772115,0.687393,0.077917,0.603997,0.773184,5,"0,1,2,3,4"
s3,digits,quantum_net,inversion,zeroth_order,-,500.000000,0.686111,0.079227,0.602778,0.772222,0.686111,0.079227,0.602778,0.772222,0.000000,0.000000,0.000000,0.000000,0.488319,0.078446,0.394913,0.592510,0.686342,0.079055,0.603479,0.772115,0.686342,0.079055,0.603479,0.772115,0.687393,0.077917,0.603997,0.773184,5,"0,1,2,3,4"
s3,digits,quantum_net,inversion,zeroth_order,-,2000.000000,0.686111,0.079227,0.602778,0.772222,0.686111,0.079227,0.602778,0.772222,0.000000,0.000000,0.000000,0.000000,0.527732,0.070498,0.439359,0.613831,0.686342,0.079055,0.603479,0.772115,0.686342,0.079055,0.603479,0.772115,0.687393,0.077917,0.603997,0.773184,5,"0,1,2,3,4"
s3,digits,quantum_net,membership,confidence_threshold,-,0.000000,0.686111,0.079227,0.602778,0.772222,0.686111,0.079227,0.602778,0.772222,0.000000,0.000000,0.000000,0.000000,,,,,0.686342,0.079055,0.603479,0.772115,0.686342,0.079055,0.603479,0.772115,0.687393,0.077917,0.603997,0.773184,5,"0,1,2,3,4"
s3,digits,quantum_net,membership,confidence_threshold,-,2.000000,0.686111,0.079227,0.602778,0.772222,0.686111,0.079227,0.602778,0.772222,0.000000,0.000000,0.000000,0.000000,0.497207,0.009524,0.480447,0.502793,0.686342,0.079055,0.603479,0.772115,0.686342,0.079055,0.603479,0.772115,0.687393,0.077917,0.603997,0.773184,5,"0,1,2,3,4"
s3,digits,quantum_net,membership,confidence_threshold,-,5.000000,0.686111,0.079227,0.602778,0.772222,0.686111,0.079227,0.602778,0.772222,0.000000,0.000000,0.000000,0.000000,0.486761,0.017832,0.467606,0.507042,0.686342,0.079055,0.603479,0.772115,0.686342,0.079055,0.603479,0.772115,0.687393,0.077917,0.603997,0.773184,5,"0,1,2,3,4"
s3,digits,quantum_net,membership,confidence_threshold,-,10.000000,0.686111,0.079227,0.602778,0.772222,0.686111,0.079227,0.602778,0.772222,0.000000,0.000000,0.000000,0.000000,0.489143,0.020815,0.460000,0.507143,0.686342,0.079055,0.603479,0.772115,0.686342,0.079055,0.603479,0.772115,0.687393,0.077917,0.603997,0.773184,5,"0,1,2,3,4"
s3,digits,quantum_net,membership,confidence_threshold,-,20.000000,0.686111,0.079227,0.602778,0.772222,0.686111,0.079227,0.602778,0.772222,0.000000,0.000000,0.000000,0.000000,0.492647,0.022520,0.469118,0.525000,0.686342,0.079055,0.603479,0.772115,0.686342,0.079055,0.603479,0.772115,0.687393,0.077917,0.603997,0.773184,5,"0,1,2,3,4"
s3,digits,quantum_net,noise,depolarizing_readout,-,0.000000,0.686111,0.079227,0.602778,0.772222,0.686111,0.079227,0.602778,0.772222,0.000000,0.000000,0.000000,0.000000,,,,,0.686342,0.079055,0.603479,0.772115,0.686342,0.079055,0.603479,0.772115,0.687393,0.077917,0.603997,0.773184,5,"0,1,2,3,4"
s3,digits,quantum_net,noise,depolarizing_readout,-,0.005000,0.686111,0.079227,0.602778,0.772222,0.678333,0.100604,0.577778,0.791667,0.777778,3.764888,-2.777778,6.388889,0.180187,0.114766,0.057762,0.313364,0.678684,0.100381,0.578713,0.791956,0.678684,0.100381,0.578713,0.791956,0.680895,0.096776,0.582047,0.792011,5,"0,1,2,3,4"
s3,digits,quantum_net,noise,depolarizing_readout,-,0.010000,0.686111,0.079227,0.602778,0.772222,0.673889,0.103537,0.547222,0.780556,1.222222,4.270015,-4.166667,5.555556,0.189303,0.119296,0.068592,0.341014,0.674225,0.103198,0.548149,0.780766,0.674225,0.103198,0.548149,0.780766,0.677296,0.100457,0.551796,0.782244,5,"0,1,2,3,4"
s3,digits,quantum_net,noise,depolarizing_readout,-,0.020000,0.686111,0.079227,0.602778,0.772222,0.658889,0.102428,0.552778,0.772222,2.722222,4.385019,-2.222222,8.888889,0.213383,0.114305,0.083032,0.341014,0.659284,0.102148,0.553867,0.772583,0.659284,0.102148,0.553867,0.772583,0.664818,0.099183,0.558780,0.775460,5,"0,1,2,3,4"
s3,digits,quantum_net,noise,depolarizing_readout,-,0.050000,0.686111,0.079227,0.602778,0.772222,0.538889,0.103284,0.422222,0.641667,14.722222,4.668816,8.611111,20.555556,0.361578,0.114963,0.237410,0.488479,0.538813,0.103122,0.422417,0.641609,0.538813,0.103122,0.422417,0.641609,0.543322,0.100845,0.435568,0.647892,5,"0,1,2,3,4"
s3,digits,quantum_net,noise,depolarizing_readout,-,0.100000,0.686111,0.079227,0.602778,0.772222,0.331667,0.038269,0.288889,0.388889,35.444444,5.388459,30.000000,43.333333,0.613382,0.036948,0.552347,0.645161,0.331054,0.038322,0.288273,0.388891,0.331054,0.038322,0.288273,0.388891,0.304986,0.032139,0.281534,0.360469,5,"0,1,2,3,4"
s3,digits,quantum_net,shot_bias,forged_bitstring,-,0.000000,0.686111,0.079227,0.602778,0.772222,0.686111,0.079227,0.602778,0.772222,0.000000,0.000000,0.000000,0.000000,,,,,0.686342,0.079055,0.603479,0.772115,0.686342,0.079055,0.603479,0.772115,0.687393,0.077917,0.603997,0.773184,5,"0,1,2,3,4"
s3,digits,quantum_net,shot_bias,forged_bitstring,-,0.050000,0.686111,0.079227,0.602778,0.772222,0.637778,0.127379,0.516667,0.788889,4.833333,5.578425,-1.666667,12.222222,0.147755,0.118337,0.010791,0.281106,0.638276,0.126920,0.517514,0.789099,0.638276,0.126920,0.517514,0.789099,0.630626,0.131606,0.498430,0.784937,5,"0,1,2,3,4"
s3,digits,quantum_net,shot_bias,forged_bitstring,-,0.100000,0.686111,0.079227,0.602778,0.772222,0.481667,0.184116,0.313889,0.747222,20.444444,11.722091,2.500000,33.611111,0.387213,0.219348,0.071942,0.594470,0.482142,0.183649,0.314801,0.747733,0.482142,0.183649,0.314801,0.747733,0.477709,0.190880,0.298941,0.742690,5,"0,1,2,3,4"
s3,digits,quantum_net,shot_bias,forged_bitstring,-,0.200000,0.686111,0.079227,0.602778,0.772222,0.201667,0.144772,0.111111,0.458333,48.444445,10.937180,31.388889,60.555556,0.745785,0.172492,0.438849,0.846154,0.202338,0.145161,0.111270,0.459693,0.202338,0.145161,0.111270,0.459693,0.156540,0.174460,0.040385,0.464074,5,"0,1,2,3,4"
s3,digits,quantum_net,shot_bias,forged_bitstring,-,0.300000,0.686111,0.079227,0.602778,0.772222,0.112222,0.025805,0.100000,0.158333,57.388889,6.743195,50.000000,66.944444,0.855278,0.028181,0.809353,0.880866,0.112492,0.026365,0.100000,0.159603,0.112492,0.026365,0.100000,0.159603,0.036953,0.038892,0.018182,0.106390,5,"0,1,2,3,4"
s3,digits,quantum_net,shot_bias,forged_bitstring,-,0.400000,0.686111,0.079227,0.602778,0.772222,0.100556,0.001242,0.100000,0.102778,58.555555,7.847898,50.277778,66.944444,0.870588,0.013970,0.854701,0.881295,0.100571,0.001278,0.100000,0.102857,0.100571,0.001278,0.100000,0.102857,0.019302,0.002505,0.018182,0.023783,5,"0,1,2,3,4"
s3,digits,quantum_net,transpiler,angle_drift,-,0.000000,0.686111,0.079227,0.602778,0.772222,0.686111,0.079227,0.602778,0.772222,0.000000,0.000000,0.000000,0.000000,,,,,0.686342,0.079055,0.603479,0.772115,0.686342,0.079055,0.603479,0.772115,0.687393,0.077917,0.603997,0.773184,5,"0,1,2,3,4"
s3,digits,quantum_net,transpiler,angle_drift,-,0.050000,0.686111,0.079227,0.602778,0.772222,0.646667,0.099524,0.544444,0.758333,3.944444,3.375886,0.833333,8.888889,0.179674,0.087008,0.093863,0.285714,0.646697,0.099088,0.545270,0.757692,0.646697,0.099088,0.545270,0.757692,0.651387,0.095026,0.547954,0.754229,5,"0,1,2,3,4"
s3,digits,quantum_net,transpiler,angle_drift,-,0.100000,0.686111,0.079227,0.602778,0.772222,0.566111,0.135563,0.444444,0.730556,12.000000,6.032960,3.888889,18.611111,0.296946,0.141436,0.122744,0.419355,0.565669,0.135425,0.444543,0.730515,0.565669,0.135425,0.444543,0.730515,0.569515,0.130213,0.438140,0.731583,5,"0,1,2,3,4"
s3,digits,quantum_net,transpiler,angle_drift,-,0.200000,0.686111,0.079227,0.602778,0.772222,0.420000,0.129657,0.266667,0.572222,26.611111,5.465944,19.722222,33.611111,0.499286,0.158493,0.306859,0.682028,0.418869,0.129777,0.266017,0.572351,0.418869,0.129777,0.266017,0.572351,0.407781,0.140027,0.232252,0.582135,5,"0,1,2,3,4"
s3,digits,quantum_net,transpiler,angle_drift,-,0.400000,0.686111,0.079227,0.602778,0.772222,0.246666,0.069539,0.147222,0.333333,43.944445,3.432551,40.277778,48.888889,0.727395,0.101599,0.595668,0.861751,0.245574,0.069741,0.147222,0.334453,0.245574,0.069741,0.147222,0.334453,0.188658,0.083329,0.059495,0.292408,5,"0,1,2,3,4"
